序号,关系样本ID,事件样本ID,查询ID,公司,证券代码,行业,检索截止时间,查询假设,候选公告标题,候选原文链接,相关性等级,关系路径可成立,关键证据原文,判断理由,置信度,数据问题,标注人ID,标注时间,gold_source,gold_version
117,G3-R-E080-H1,G3-E080,600276-H1,恒瑞医药,600276,医药,2025-12-03T00:00:00+08:00,创新药放量与授权合作收入接续仿制药集采下滑，研发管线持续推进,恒瑞医药关于药品上市许可申请获受理的提示性公告,http://static.cninfo.com.cn/finalpage/2025-12-03/1224843478.PDF,3-直接相关,是,第1页：证券代码：600276 证券简称：恒瑞医药 公告编号：临 2025-192 江苏恒瑞医药股份有限公司 关于药品上市许可申请获受理的提示性公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 近日，江苏恒瑞医药股份有限公司（以下简称“公司”）收到国家药品监督 管理局（以下简称“国家药监局”）下发的《受理通知书》，公司注射用甲苯磺 酸瑞马唑仑的药品上市许可申请获国家药监局受理。现将相关情况公告如下： 一、药品的基本情况 药品名称：注射用甲苯磺酸瑞马唑仑 剂型：注射剂 受理号：CXHS2500146 申报阶段：上市…,药品上市许可申请获受理是研发管线推进的直接注册里程碑，直接回答H1。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
118,G3-R-E101-H1,G3-E101,00175-H1,吉利汽车,00175,新能源汽车,2026-02-01T21:20:12+08:00,新能源车型销量放量带动整体销量增长，出口贡献增量,未经审核之二零二六年一月销量,http://static.cninfo.com.cn/finalpage/2026-02-01/1224961027.PDF,3-直接相关,是,"第1页：核之 二零二 六 年 一 月 銷量 吉利汽車控股有限公司( 「 本公司 」， 連同其附屬公司統稱為 「 本集團 」 ） 董事會欣然宣佈， 本集團於二零二 六 年 一 月 的 汽車 總銷量為270,167 部， 較去年同期 增長約1 % ， 其中出口總 銷量和極氪品牌總銷量 均 較去年同期實現翻倍增長。 詳細如下： 品牌 本月 （部） 去年同期 （部） 同比變動 (%) 今年累計 （部） 去年同期累計 （部） 同比變動 (%) 吉利 217,438 224,718 -3 217,438 224,718 -3 其中: 銀河 82,990 93,545 -11 82,990 93,545 -11 領…",候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
119,G3-R-E082-H1,G3-E082,688981-H1,中芯国际,688981,芯片半导体,2024-03-29T00:00:00+08:00,成熟制程产能利用率与晶圆出货保持增长，国产替代需求是主要驱动,中芯国际2023年年度报告摘要,http://static.cninfo.com.cn/finalpage/2024-03-29/1219447110.PDF,2-间接相关,是,"第6页：63,197 305,103,691 10.9 229,932,806 归属于上市公司股东的净资产 142,475,834 133,371,921 6.8 109,198,772 营业收入 45,250,425 49,516,084 -8.6 35,630,634 归属于上市公司股东的净利润 4,822,814 12,133,079 -60.3 10,733,098 归属于上市公司股东的扣除非经 常性损益的净利润 3,269,518 10,133,988 -67.7 5,655,839 经营活动产生的现金流量净额 23,047,761 36,591,209 -37.0 20,844,994 加…",年报收入同比下降8.6%可由晶圆需求、出货和价格共同影响，能间接检验H1，但未直接披露晶圆出货量、产能利用率或国产替代占比。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
120,G3-R-E082-H3,G3-E082,688981-H3,中芯国际,688981,芯片半导体,2024-03-29T00:00:00+08:00,资本开支与扩产节奏匹配下游需求，先进制程投入不出现大额减值,中芯国际2023年年度报告摘要,http://static.cninfo.com.cn/finalpage/2024-03-29/1219447110.PDF,1-弱相关,是,"第6页：63,197 305,103,691 10.9 229,932,806 归属于上市公司股东的净资产 142,475,834 133,371,921 6.8 109,198,772 营业收入 45,250,425 49,516,084 -8.6 35,630,634 归属于上市公司股东的净利润 4,822,814 12,133,079 -60.3 10,733,098 归属于上市公司股东的扣除非经 常性损益的净利润 3,269,518 10,133,988 -67.7 5,655,839 经营活动产生的现金流量净额 23,047,761 36,591,209 -37.0 20,844,994 加…",年报摘要中的收入、利润和现金流可弱提示扩产经济性，但现有证据未披露资本开支、扩产节奏或先进制程减值，故仅弱相关。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
121,G3-R-E120-H3,G3-E120,09868-H3,小鹏汽车,09868,新能源汽车,2024-04-17T17:18:27+08:00,研发与产能投入可持续，现金流不出现明显恶化,自愿公告 与大众汽车集团签订电子电气架构技术战略合作框架协议,http://static.cninfo.com.cn/finalpage/2024-04-17/1219647424.PDF,2-间接相关,是,第1页：性或完整性亦 不發表聲明，並明確表示概不會就本公告全部或任何部分內容而產生或因依賴該等內容而引致之任何損失 承擔任何責任。 自願公告 與大眾汽車集團簽訂電子電氣架構技術戰略合作框架協議 茲提述XPeng Inc. （「本公司」或「小鵬汽車」）日期為2023年7月26日及2023年12月6 日有關大眾收購小鵬汽車 4.99%股份及雙方達成戰略技術合作框架協議的相關公告 （「該等公告」）。小鵬汽車與大眾汽車集團共同宣佈，小鵬汽車與大眾汽車集團簽 訂電子電氣架構（「電子電氣架構」）技術戰略合作框架協議。除另有界定者外，本 公告所用詞彙與該等公告所界定者具有相同涵義。 小鵬汽車自主研發的行業領先的電子…,与大众开展电子电气架构联合研发可通过技术合作、成本分担和商业化支持研发投入持续性，存在一层业务路径；未直接披露研发支出、产能或现金流。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
122,G3-R-E021-H2,G3-E021,600276-H2,恒瑞医药,600276,医药,2025-12-08T00:00:00+08:00,创新药占比提升支撑高毛利率，集采降价不导致盈利持续恶化,恒瑞医药关于公司药品纳入国家医保目录的公告,http://static.cninfo.com.cn/finalpage/2025-12-08/1224856686.PDF,2-间接相关,是,第1页：根据国家医保局、人力资源社会保障部关于印发《国家基本医疗保险、工伤 保险和生育保险药品目录（2025 年）》的通知（“《国家基本医疗保险、工伤 保险和生育保险药品目录》”以下简称“国家医保目录”），江苏恒瑞医药股份 有限公司（以下简称“恒瑞医药”或“公司”）部分产品纳入国家医保目录。,候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,4,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
123,G3-R-E041-H1,G3-E041,000538-H1,云南白药,000538,医药,2025-12-31T18:54:32+08:00,工业药品与健康品渠道保持稳定，不出现持续负增长,关于2026年度预计日常关联交易的公告,http://static.cninfo.com.cn/finalpage/2025-12-31/1224913542.PDF,2-间接相关,是,第2页：因不可控因素所致，公司将一如既往地严控关联交 易，保证公平、公正，价格公允。 公司独立董事对日常关联交 易实际发生情况与预计存在 较大差异的说明 我们对 2025 年度日常关联交易实际发生金额与预计金额差异较大 的情况进行了核查，经核查，我们认为：公司对 2025 年度实际发生的 日常关联交易的说明解释符合市场行情和公司的实际情况，已发生的 日常关联交易均为公司正常经营业务所需的交易，符合公司的经营和 发展战略要求，符合法律法规的规定。虽然实际发生金额因业务需求 等客观原因与原预计金额上限存在差异，但该等差异的出现确实因不 可控因素所致，已发生的日常关联交易公平、公正，交易价格公允， 不存在损…,日常采购与销售交易金额反映渠道和正常经营活动，但不等同于终端需求、工业药品或健康品销量；可经渠道交易一层影响H1，故为间接相关。,5,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
124,G3-R-E064-H2,G3-E064,00175-H2,吉利汽车,00175,新能源汽车,2025-02-14T16:36:12+08:00,平台化与规模效应改善毛利率，新能源转型不持续拖累盈利,完成须予披露及关连交易(1)极氪收购领克销售股份；及(2)极氪认购领克新增资本,http://static.cninfo.com.cn/finalpage/2025-02-14/1222544267.PDF,2-间接相关,是,第1页：會就因本公佈全部或任何部份內容而產生 或因倚賴該等內容而引致之任何損失承擔任何責任。 GEELY AUTO MOBILE HOL DINGS LIMI TED 175 80175 完成須予披露及關連交易 (1)極氪收購領克銷售股份；及 (2)極氪認購領克新增資本 茲提述吉利汽車控股有限公司 （ 「本公司」 ） 日期為二零二四年十一月十四日之公佈 （ 「該公 佈」 ） 及日期為二零二四年十二月二十日之通函 （ 「該通函」 ） ，內容有關須予披露及關連交 易 （即領克收購事項及領克注資事項） 。除文義另有所指外，本公佈所用詞彙與該公佈及 該通函所界定者具有相同涵義。 本公司董事會 （ 「董事會」…,极氪收购领克权益并完成注资可经品牌平台整合和规模效应影响毛利率，存在一层业务路径；64.7亿元为一次性预计收益而非毛利率本身。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
125,G3-R-E059-H1,G3-E059,002371-H1,北方华创,002371,芯片半导体,2025-10-31T00:00:00+08:00,半导体设备订单随晶圆厂扩产与国产化率提升保持增长,募集资金管理办法（2025年10月),http://static.cninfo.com.cn/finalpage/2025-10-31/1224774330.PDF,0-无关,否,第1页：北方华创科技集团股份有限公司 募集资金管理办法 （2025 年 10 月 30 日，经第八届董事会第二十八次会议审议通过） 第一章 总则 第一条 为了规范北方华创科技集团股份有限公司（以下简称“公司”）募集资 金的管理和运用，保护投资者的权益，提高募集资金使用效率，依据《中华人民共 和国公司法》《中华人民共和国证券法》《上市公司募集资金监管规则》《深圳证 券交易所股票上市规则》等相关法律、法规、规范性文件和《北方华创科技集团股 份有限公司章程》（以下简称“《公司章程》”）的相关规定，并结合公司实际， 制定本办法。,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
126,G3-R-E005-H3,G3-E005,00175-H3,吉利汽车,00175,新能源汽车,2026-07-01T18:12:27+08:00,品牌与平台整合按计划推进，不出现大额整合损失,未经审核之二零二六年六月销量,http://static.cninfo.com.cn/finalpage/2026-07-01/1225403705.PDF,1-弱相关,否,"第1页：核之 二零二 六 年 六 月 銷量 吉利汽車控股有限公司( 「 本公司 」， 連同其附屬公司統稱為 「 本集團 」 ） 董事會欣然宣佈， 本集團於二零二 六 年 六 月 的 汽車 總銷量為240,799 部， 較去年同期增長約2% 。 詳細如下： 品牌 本月 （部） 去年同期 （部） 同比變動 (%) 今年累計 （部） 去年同期累計 （部） 同比變動 (%) 吉利 186,564 193,024 -3 1,100,373 1,164,303 -5 其中: 銀河 108,206 90,222 20 519,793 548,408 -5 領克 19,066 26,310 -28 144,215 1…",销量数据仅反映品牌销售表现，未披露平台整合进度、协同或整合损益，无法据此建立到H3的可信业务路径，仅保留同公司同品牌主题的弱相关。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
127,G3-R-E015-H1,G3-E015,600276-H1,恒瑞医药,600276,医药,2025-01-10T00:00:00+08:00,创新药放量与授权合作收入接续仿制药集采下滑，研发管线持续推进,恒瑞医药关于药品上市许可申请获受理的提示性公告,http://static.cninfo.com.cn/finalpage/2025-01-10/1222283951.PDF,3-直接相关,是,第1页：证券代码：600276 证券简称：恒瑞医药 公告编号：临2025-004 江苏恒瑞医药股份有限公司 关于药品上市许可申请获受理的提示性公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、 误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 近日，江苏恒瑞医药股份有限公司（以下简称“公司”）收到国家药品监督 管理局（以下简称“国家药监局”）下发的《受理通知书》，公司提交的 SHR4640 片药品上市许可申请获国家药监局受理。现将相关情况公告如下： 一、 药品的基本情况 药品名称：SHR4640 片 剂型：片剂 受理号：CXHS2500003、CXHS250000…,SHR4640片上市许可申请获国家药监局受理，是查询假设中“研发管线持续推进”的直接可观察里程碑，无需额外业务前提。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
128,G3-R-E107-H3,G3-E107,09868-H3,小鹏汽车,09868,新能源汽车,2025-08-22T21:24:11+08:00,研发与产能投入可持续，现金流不出现明显恶化,重续持续关连交易 与广东汇天签订2026年合作框架协议,http://static.cninfo.com.cn/finalpage/2025-08-22/1224561663.PDF,2-间接相关,是,第1页：產生或因依賴該等內容而引致之任何損失承擔任何責任。 （於開曼群島註冊成立以不同投票權控制的有限公司） （股份代號：9868） 重續持續關連交易 與廣東匯天簽訂 2026 年合作框架協議 與廣東匯天訂立2026年合作框架協議 茲提述本公司日期為 2024 年 1 月 2 日的公告，內容有關與廣東匯天訂立 2024 年合作框架協議，該 協議將於 2025 年 12 月 31 日結束。 董事會宣佈，於2025 年8 月22 日，廣東小鵬與廣東匯天訂立2026年合作框架協議，将於2026年1 月1 日生效至2028年12 月31 日，據此，廣東小鵬及廣東匯天同意在飛行汽車的研發、製造、銷售 及售後服務…,框架协议覆盖飞行汽车研发、制造、销售与售后，并设置较大交易上限，可通过合作收入和产能服务支持研发投入可持续；未直接披露资本开支或现金流。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
